Designation,Experience,Salary,No. of Publications,No. of Chapters,Amount of consultancy work,Fund Received,Professional Membership
2,22,333718,77,231,1180762,1842137,10
2,14,213052,28,28,680309,5642728,4
2,21,529830,105,147,1667095,9257283,8
3,34,429204,68,102,2204628,7773227,5
3,32,315424,85,405,1621344,9824448,4
3,39,907400,91,260,1599741,4144361,12
2,20,487480,60,590,1595360,3126980,11
2,23,293802,69,494,1347892,2590800,4
2,21,280612,94,441,2073592,1882660,12
2,14,286034,63,147,916720,5326713,14
3,31,218601,31,795,1390267,951720,11
3,30,681340,80,60,1807370,4117800,13
3,25,245200,58,491,429250,3000425,7
3,33,756294,77,748,904497,10555270,9
2,18,583677,63,765,566424,3303810,5
3,29,602407,58,125,1725548,3336314,9
2,20,458110,80,650,1954680,2367530,9
2,7,252325,24,80,289128,890806,5
3,32,375904,96,928,1066410,10628106,14
3,27,380727,54,531,1644336,2496312,11
2,23,327290,80,724,875621,3877133,11
2,20,265020,10,480,1296320,8570360,10
1,2,48624,4,148,383212,750116,4
3,29,443216,87,705,507857,4183646,11
2,10,288610,50,345,826920,1415255,10
2,19,269695,19,532,1410360,544502,9
2,19,454005,57,323,1541584,8448378,1
3,32,523498,106,448,635328,2785792,3
3,31,247793,31,795,1792947,3438458,14
2,7,255976,31,122,182472,1506718,7
2,15,514612,22,420,1438237,1220880,2
3,33,770220,66,792,638869,4442746,15
2,13,303946,65,650,643682,1350394,14
2,23,466773,34,1115,1418812,3421422,1
2,10,290370,20,250,477775,2860420,13
2,11,268224,55,517,313940,1105780,10
3,36,804948,96,360,1847952,3345960,14
1,5,191620,50,365,454720,2172955,15
2,7,161455,21,182,283976,1453203,5
1,4,110116,16,380,408884,2169636,11
2,15,309780,7,682,1199085,604597,11
3,32,406634,10,725,1467797,9322058,13
2,19,539324,76,57,1601016,5664802,2
2,23,543800,92,264,1759937,5407116,5
1,1,45859,8,64,184740,524778,11
2,23,533554,11,322,1636082,4931844,7
2,10,168555,50,150,563950,3650275,11
2,9,242194,22,414,300654,2944215,6
3,29,397996,87,19,928319,9064056,13
3,27,545211,27,180,1738782,8894556,10
2,13,218777,39,585,902200,2508603,9
2,13,475546,65,318,667712,1645884,11
3,25,350241,75,66,1240325,6312200,10
2,23,698441,115,874,1252465,11443845,4
1,6,302136,60,348,680334,5640360,15
2,14,355565,21,504,460089,3212328,1
2,14,469952,28,392,814478,5423033,11
3,25,304116,58,525,1215908,1582858,14
2,21,622072,63,588,871573,4566943,2
2,14,490098,7,252,806589,4929176,11
3,31,529531,62,992,1908163,3174534,3
2,14,278551,21,392,960344,6921313,11
3,25,545300,41,266,1500966,1291516,5
1,4,192816,16,240,529276,3118220,8
1,4,247696,40,120,763076,1571036,6
3,36,312396,72,1200,1512888,3049968,13
3,25,566016,41,266,733825,7353383,7
3,39,629902,91,598,2391753,11851684,6
2,12,404358,54,228,478848,2274750,14
3,31,678249,103,1033,694565,9964361,1
2,9,221755,18,409,840294,2837520,12
1,4,255568,40,124,327716,3434680,14
3,33,378796,55,924,1301597,10591262,4
2,10,298280,50,100,355265,2495745,6
3,37,907363,37,271,1847040,9620641,10
3,28,278618,18,896,1032864,2712845,15
3,32,696042,74,74,2124490,5641920,15
3,25,234491,33,575,1498033,5050341,10
2,18,448020,36,459,1703952,5215824,6
2,17,398888,8,671,812370,8498784,6
3,27,292608,81,234,707778,1370916,6
2,16,333528,8,96,710192,3862896,4
3,30,200500,50,300,1781520,2061910,13
3,28,623700,9,681,919202,1414382,10
3,37,837593,49,937,700607,2909717,4
3,37,482628,12,444,2244173,9874843,5
3,39,836615,130,780,2228031,7523984,3
3,27,287271,90,18,718767,8896149,4
1,1,25071,9,52,155963,780999,12
3,27,638793,72,81,1400922,544851,6
2,8,235884,8,228,313704,1015648,9
1,6,160062,12,492,799986,2718504,5
3,30,373480,10,480,755930,5280020,13
2,19,369569,28,883,538317,5616723,12
1,4,171076,24,356,718552,1688744,8
2,18,217854,45,765,1638027,3806487,8
2,15,223372,30,420,705345,2693385,7
3,26,257287,52,832,1386996,4649814,8
3,33,452045,55,66,1303940,10589282,11
1,5,300405,5,380,642305,4989930,11
2,19,404785,9,845,929043,6619600,13
3,37,749348,61,838,1069041,2135603,12
3,26,244790,69,34,1384049,7442014,11
2,23,597862,80,563,1107036,4654429,4
2,16,498864,8,760,467096,6835824,5
3,33,298485,99,847,2005982,3200648,12
1,4,199076,20,296,611320,2891024,15
2,21,502939,84,1050,1689145,2839746,9
3,34,759866,56,272,800280,8121670,4
3,40,313506,13,320,1007293,3535786,5
3,39,891423,39,1287,1737905,1790737,2
2,9,321259,36,355,336834,4434741,4
3,34,332225,79,827,2123050,8594406,10
2,24,458448,36,1128,1435824,1744572,4
2,17,247715,17,569,730515,6458776,2
3,31,362617,103,992,1121094,6733654,2
3,32,425120,32,341,562048,3173418,8
1,2,40330,12,28,107008,1475566,3
2,10,290015,15,330,881445,3404625,13
2,10,285575,10,290,466205,1406070,4
1,1,60301,3,59,52594,947499,4
2,12,228840,60,54,983490,4453374,5
1,2,141294,4,100,190368,1813284,9
2,17,606254,42,425,994644,1180225,5
3,28,614553,18,597,543050,2925664,11
2,20,324850,100,320,840380,2588140,14
2,24,647832,36,180,1643064,3616488,5
1,2,66236,4,58,227684,1226842,11
1,6,437670,18,432,1196670,707352,2
2,18,516114,54,828,1152936,5544711,11
2,20,301950,70,430,1082150,6745970,8
2,12,382638,54,336,664380,3231570,3
3,34,810163,113,181,1380094,7455327,10
2,13,445484,65,507,391670,1391071,5
2,12,168552,48,528,355836,1489362,7
1,3,83325,12,138,468114,2691726,5
2,22,427746,44,561,1900657,3559897,10
3,31,372320,20,93,669000,9238961,5
3,34,844231,34,1042,908536,8270432,6
1,2,42758,12,104,117838,1977918,11
2,17,562037,85,552,675155,782425,7
1,5,109150,50,65,721200,4379315,3
3,36,246456,24,168,2150160,7663200,11
2,10,136800,35,335,334285,4399755,2
1,1,60784,1,49,113022,145375,2
3,28,224494,74,336,1760341,6366332,15
3,27,478584,54,189,1163592,3797487,15
3,35,302925,81,245,1352633,1557663,3
3,33,430793,22,561,1397176,728827,6
1,4,227708,36,84,556396,2960356,15
2,15,364290,60,510,1211400,4262175,3
3,30,479790,10,820,1344360,9171650,11
1,1,70802,1,67,84486,325508,12
2,12,379308,60,180,589458,5782560,11
3,31,478268,10,527,938297,10318288,6
1,2,57976,10,174,394830,1012060,14
2,21,380887,73,567,1619845,6050740,5
1,6,278838,36,402,1106190,3112848,14
2,9,157018,36,373,535828,2511054,8
3,40,533493,13,506,705480,6168293,6
2,22,240988,88,143,926728,2996917,6
3,32,392384,106,480,909237,8114197,6
3,29,584533,38,241,1229832,3192436,15
3,27,564597,90,576,1075221,8372133,6
2,14,181958,63,245,1244152,6691615,12
2,20,598080,40,900,1816500,4641950,10
2,16,439368,32,648,507304,1551584,7
2,14,489678,35,364,747649,1778084,12
2,7,110701,10,304,413448,3464244,13
3,29,428716,77,106,1021969,7341949,5
3,29,400770,9,464,1255584,4616094,13
2,8,135820,16,284,402748,873924,3
3,35,745955,116,711,767655,2811830,9
3,33,751564,88,440,1457841,9678713,7
2,17,533230,25,297,687896,773721,5
3,29,522792,9,425,1025730,7604650,2
2,22,364881,55,33,2012098,4292563,6
3,39,638339,78,39,1050153,11921052,4
3,31,270774,72,992,1017833,2791705,13
2,7,250775,35,77,179228,3161599,13
2,13,256275,39,643,1107639,5486871,15
2,13,455052,45,169,471802,2460867,9
2,9,300802,40,72,597802,3648577,7
3,36,391488,72,264,1936992,5372628,4
2,14,521297,70,63,872249,6139917,10
3,37,583551,24,875,1093855,5804535,9
2,21,759948,84,546,1827451,8142330,1
2,13,371449,19,429,513805,4051489,14
1,2,74988,16,110,352790,1106796,7
3,28,229329,37,616,1607881,2365328,14
1,3,133299,15,258,501555,341595,5
2,18,542619,81,585,746046,4153410,9
2,21,217612,84,189,1003275,3819406,3
2,12,267942,42,366,507210,1661520,2
3,28,302521,46,914,1704817,6408388,4
1,6,429552,60,570,782952,4340424,5
3,39,288860,91,1209,1653418,2997657,12
3,26,627986,78,286,444166,4693303,9
3,35,784548,58,665,1698538,3013511,3
3,35,289683,23,361,985075,10024501,8
2,19,381235,66,655,710429,4064518,11
3,36,876600,108,1176,1868220,7036608,1
2,10,343770,50,55,603555,2030795,8
2,24,853116,24,1044,1899684,9439488,3
2,16,497280,16,488,1475520,7818472,2
2,7,104982,35,339,564396,875840,2
2,21,701610,42,525,1239882,9453370,2
2,9,215896,9,333,260347,3315780,7
3,39,430599,78,663,1148069,2412150,15
3,35,560455,70,1050,1664366,6402328,10
3,31,693284,93,1002,1645583,5215471,3
2,23,518017,34,667,1778291,10772981,14
1,3,194544,18,27,570099,2804595,6
2,24,448836,48,252,956904,6521316,14
2,9,123894,9,288,809104,3633570,9
2,24,607764,96,612,760812,4956660,3
3,27,598014,27,432,1517517,8869500,8
3,31,281211,20,506,966053,7586547,10
2,7,203210,35,301,208110,471894,11
2,17,420877,8,476,1332953,6953059,7
3,32,634624,64,469,629578,8418634,1
2,13,283543,26,208,1105065,6416052,2
2,24,409500,108,864,1943784,4354776,7
3,33,621786,55,1056,823295,5767366,9
2,17,321019,68,654,750295,3265768,15
2,24,464592,120,72,1667952,9923472,4
2,8,156044,40,340,702204,2926112,15
3,31,243897,72,124,677484,1267269,15
1,2,44166,2,10,379930,809022,14
2,16,283896,40,136,899472,6277592,8
3,31,432532,41,744,738006,10242710,15
2,9,284868,36,13,868518,4066240,1
3,38,719808,63,519,2145036,3483612,8
3,39,599222,78,338,935064,8011835,11
2,16,540344,72,560,1473608,5732728,8
2,13,383734,39,247,1240960,3580746,7
2,17,333268,59,654,1497207,1850900,6
2,20,480990,30,450,1495790,9797230,3
2,9,205105,45,292,322789,4313767,11
2,7,222250,21,346,683830,654867,15
3,32,254752,85,234,840778,8616949,6
2,7,188258,24,301,212849,968229,1
2,22,641663,66,1056,1454805,4991965,8
3,25,486450,66,16,528166,4141933,5
3,25,274991,33,208,1419616,7538725,11
3,36,287544,12,696,2145900,10566984,11
3,37,511253,98,271,1868117,8882479,3
3,28,253848,46,485,1053276,8526345,12
3,29,352901,9,396,1910819,1499831,10
2,19,520809,76,636,1302260,8206993,9
2,22,496628,44,770,2092277,7636541,12
3,30,235020,20,870,1884980,3653000,7
3,28,478156,37,224,1667120,3669801,2
1,4,135048,16,104,799536,3361608,3
3,39,463372,78,208,1698125,5702437,7
2,18,367605,36,657,1452915,4928364,1
3,33,638242,66,55,1100374,7772545,1
2,22,384758,11,825,818059,1783177,10
3,35,787266,23,1050,819711,916125,8
3,32,391957,21,565,1116053,813866,1
2,17,420469,8,416,1026094,6327774,14
1,1,66606,9,7,173465,695771,15
3,37,754208,123,407,1484933,8520224,8
3,30,455610,70,480,1726620,7411140,8
3,29,601257,67,319,566437,5736973,13
3,38,566250,126,50,819229,7040880,5
2,12,322266,6,558,617316,5027814,15
2,24,461268,60,168,916668,10147728,11
2,8,91368,20,60,522296,930672,15
1,3,86157,3,123,431352,1347882,13
2,11,327497,22,489,1076278,4861609,8
3,30,592640,10,80,1326330,6446560,15
2,15,227077,22,345,1194945,2569125,4
1,1,40414,4,82,95168,61216,3
3,26,589203,86,780,587383,7843472,5
2,16,210488,8,32,1463864,7848752,4
3,26,212480,8,364,449167,5549630,13
2,18,515970,90,18,1281213,8775243,15
1,1,37484,6,87,58906,412308,14
2,12,234054,24,582,614892,5793408,13
3,33,223883,44,220,2129105,3159882,15
3,28,545300,84,812,1724697,2791516,10
2,13,399243,45,227,779012,3114299,11
2,21,653079,84,955,1694280,10362271,7
3,39,360685,78,923,693667,2305121,10
2,11,266667,22,16,964518,368060,9
2,18,672840,36,585,683019,3344310,12
3,33,229757,99,253,1133374,4909872,10
1,5,223585,40,395,356280,1584780,9
2,16,266048,48,72,718008,3654960,14
3,32,433120,96,565,1205706,6387157,7
1,4,217024,16,240,567580,2839216,5
3,33,291511,88,638,1635051,10130736,6
2,9,263961,4,234,507384,1897299,14
1,4,211548,36,188,675248,2343472,11
1,2,107998,6,72,195680,102158,12
3,38,272966,63,557,1935530,10928926,14
2,7,202072,28,14,373954,2774754,14
2,10,162025,5,185,819365,4115070,7
1,3,139137,9,300,309273,440541,8
1,5,242295,45,225,578910,1077675,14
2,10,249010,25,410,482715,3920160,8
1,1,45179,10,52,166410,145396,6
3,25,348883,58,266,1567908,7902566,1
1,2,107996,2,6,182132,1665424,10
2,13,338520,65,396,533065,1633580,7
2,12,140430,6,528,561318,1211802,1
3,40,430773,13,986,2087813,7014133,12
2,19,390241,47,237,1686905,4598114,6
1,4,232312,24,228,430892,2371528,8
3,29,703366,87,280,1082734,2362407,4
2,12,195168,60,132,751470,4378848,6
2,21,592767,94,577,872287,3342013,11
3,25,229058,75,466,1403216,2770250,12
2,15,185977,75,735,582592,5141092,15
3,31,657871,103,113,1350752,6397966,10
2,22,666523,22,1089,1022857,6729580,8
2,21,429313,52,336,1355980,8252527,1
1,3,222717,21,78,337713,341421,9
1,1,47828,1,29,174791,438641,15
1,1,65668,9,3,145539,612243,14
3,28,351680,84,634,1520120,5129357,1
3,33,453112,110,583,1883948,6303660,7
2,14,435778,28,14,535409,4161584,3
3,40,934640,53,560,2198493,7058453,6
2,17,422543,42,195,1664793,4963940,10
1,1,35682,4,84,199123,649281,9
3,37,792392,98,1085,1382899,1949542,5
3,31,285293,41,155,1724902,8386771,12
3,34,450148,68,498,1221937,4204428,6
3,37,827862,49,49,1066155,11429041,5
3,26,439686,8,251,823316,6938256,13
2,21,636531,73,241,1035720,562474,15
3,31,628132,103,227,1128234,7560073,11
2,23,523698,69,552,1458303,2265431,14
2,14,140777,56,679,664538,5874288,8
1,4,185124,40,48,691724,1743784,14
1,3,79329,27,42,205176,2794425,9
1,3,144870,15,237,193779,1945701,9
2,20,739870,90,860,1855800,7459500,13
2,15,354937,7,397,639382,520357,3
3,34,651417,79,476,1181545,7331420,12
2,15,459120,30,622,1395322,6040567,11
2,14,156730,21,14,843640,3573878,3
2,12,371526,12,276,851946,3836868,12
1,5,328925,10,450,384870,742740,12
2,7,170723,24,119,322875,2412070,2
3,38,504640,63,1013,1344858,2701838,11
2,24,455412,12,696,1827564,7169388,10
3,26,314678,86,208,1116942,7142408,14
3,33,790361,99,154,978967,2111505,11
3,39,286000,130,286,956904,2787252,2
2,18,190503,36,144,650799,3035223,8
2,19,489715,57,370,1589568,1165735,10
3,37,274318,12,296,663200,4250584,4
3,31,607600,41,537,2012251,5495080,5
2,18,348093,54,648,1172358,7760817,12
2,22,305239,11,121,1088296,630652,8
2,13,474571,52,357,387595,2491034,7
2,14,385707,21,651,1276373,4035773,2
3,39,739310,104,260,1786239,7444645,5
2,10,203615,35,205,556755,701960,6
1,4,190664,8,8,711116,1624600,5
2,24,755340,96,1152,850572,1435308,10
2,9,320377,31,63,437962,2036623,2
3,33,590029,44,748,1229349,10668856,2
2,9,235278,13,288,390928,1458702,9
3,36,263592,48,504,2080392,1286160,10
3,28,256498,37,364,1483832,3330637,8
3,28,506380,56,709,659568,5681601,12
3,27,634167,45,828,1164276,6144156,14
3,28,559225,46,158,965430,1691461,13
3,28,510141,65,802,792726,7118869,15
2,11,141757,49,104,535491,3470538,9
2,21,248241,42,262,1411956,8650740,12
3,32,251893,32,309,1402432,629376,4
3,30,441020,60,80,1982140,6359820,4
2,18,501318,54,108,1631772,3089187,15
2,11,204303,38,352,521015,1792582,11
2,12,369234,6,258,795840,2600298,3
2,8,117052,36,400,623548,1129216,15
2,19,375098,28,57,1838136,2024906,4
3,40,491586,26,920,1407746,6630106,2
2,18,362646,9,702,1354500,4074912,14
3,35,851153,35,361,1995186,7544915,9
1,3,108504,6,18,466077,1974108,9
3,36,723648,84,636,781956,7848132,5
3,31,502427,62,723,538986,3224816,10
3,29,543827,58,589,523856,4924325,5
2,19,341297,38,427,1468187,5469321,9
2,18,180270,90,810,468747,7693218,10
2,18,265257,45,288,755784,6893244,14
3,35,730613,35,746,2255948,11333000,3
1,6,333462,24,546,527760,2029530,12
3,35,738208,105,361,1217708,7637770,6
2,16,172776,16,72,541496,2357248,8
2,14,148792,49,350,831334,1652763,15
3,27,668322,54,468,1327626,7719912,3
2,10,210790,50,95,858865,2482880,10
3,34,804258,34,510,1711888,4938930,3
2,7,109312,24,255,684638,3259389,4
2,15,385095,60,585,1029420,6445365,6
2,13,454551,39,357,1256950,5050773,9
2,22,805651,88,759,930721,3024252,12
3,27,460080,63,54,699066,7697403,9
3,32,316074,21,85,931253,10623210,8
3,28,321169,84,9,1799690,1130434,1
3,37,649436,123,135,2255569,4551123,13
2,17,308465,76,484,1574557,2030939,15
3,30,498980,60,30,1706650,8653440,14
2,19,258162,47,570,1763960,5539773,3
1,5,113085,25,175,801355,1234015,9
3,37,566112,61,641,1910408,3148996,7
2,22,314050,77,1067,1634248,564740,7
2,7,186053,21,332,240635,2987670,3
2,17,346035,25,459,1284664,5294250,13
2,13,140393,58,507,497822,1756917,14
2,20,634210,100,550,1259290,8442550,7
2,7,85746,31,126,658276,2019808,9
3,30,485930,40,110,855580,7603230,7
2,19,380532,28,218,533567,7047413,6
3,39,527319,91,936,832559,4795778,5
2,13,397806,39,253,862582,2858706,5
3,31,291255,82,878,1348541,4452209,15
3,34,337790,34,340,1432284,10176007,12
1,3,200535,18,39,358923,2965191,4
2,16,211104,56,112,988096,4698640,15
3,39,664027,52,910,727025,12507950,15
2,17,618647,17,544,515516,4264127,4
2,14,325605,70,462,1265691,4848704,8
3,28,276714,74,886,1194069,5984645,5
1,6,391350,54,144,1162818,4282272,10
3,32,731424,53,597,1303680,7711093,7
2,12,293994,6,60,731952,5079456,7
2,17,603542,25,782,1493492,4254938,4
2,23,570952,34,299,579128,9957390,1
3,39,531115,39,312,781612,9995466,9
2,17,561637,85,68,699040,961630,7
1,5,258020,25,25,300665,2429240,6
1,2,55638,14,18,396416,886484,12
2,15,263400,15,472,713587,1490017,1
1,3,139332,18,222,374322,2309220,12
3,26,565586,86,381,1606193,3820015,5
3,36,836892,24,204,1198668,7492944,1
2,18,335763,36,459,1151478,7120710,13
2,18,188280,54,18,968076,4909635,4
3,30,692650,10,280,1679050,3395380,10
2,18,288333,9,198,1552455,1548801,14
3,25,422200,50,766,876191,7602558,1
3,30,643400,90,260,1220120,8511310,1
2,11,131741,16,99,425672,4564785,3
2,12,323124,12,510,570918,2104680,10
3,27,611505,27,360,1433745,1301040,7
2,11,349288,22,462,315854,816090,4
2,18,595206,81,612,1607463,3478563,14
2,12,307440,12,390,453120,5081694,2
2,18,558297,45,18,1268829,683784,6
2,14,227801,35,7,774571,2389954,15
3,34,629442,22,79,1663087,8278546,11
2,21,528192,52,913,1044340,4173445,9
2,14,214725,28,399,1170736,4207203,14
2,22,455884,22,990,1633302,8493265,3
3,39,922025,13,442,2557048,11218220,7
2,9,96003,9,310,300631,2292880,15
2,9,305302,27,270,579136,4351090,11
2,21,381181,84,735,1290429,9072808,13
3,40,414293,120,1173,1266146,6144573,5
1,4,133740,36,252,612708,670244,5
3,39,922870,104,702,2068287,7127809,8
3,33,333707,44,781,1534687,4984573,11
2,22,643555,88,176,997700,4031170,7
2,24,716268,36,732,2257044,3690204,4
3,35,766745,81,291,1393280,712051,8
3,32,288000,53,85,1400842,2492565,11
2,10,293470,40,125,300990,3933225,1
1,5,312450,50,315,580235,3600465,7
2,12,281748,36,348,316944,382176,13
2,17,590265,17,408,707140,7160808,6
2,12,431454,18,306,668292,5181750,11
3,32,424554,10,864,1338069,5241429,9
2,24,772164,48,12,2031012,3025764,1
3,28,332901,84,681,776944,2611476,1
3,40,350866,13,480,1656813,1395946,13
3,33,384208,77,682,636867,4411462,3
2,15,184087,7,15,436897,7488750,8
2,10,165450,20,160,867180,513355,9
2,19,236512,19,47,1573428,9057024,1
3,30,338680,30,600,602140,8768780,14
1,4,212280,32,384,555528,368552,5
2,12,222510,36,354,863562,3383796,7
2,15,179865,22,487,906825,2191372,1
3,37,466249,98,727,1926121,1093177,4
3,27,425781,45,18,1094139,8739558,1
2,15,546337,75,397,1179585,1430077,8
2,22,370095,22,495,1195821,1125982,13
3,32,352896,106,181,856874,7991072,15
2,23,472880,80,1138,792775,4429823,1
2,22,369149,77,605,1613601,1333519,13
3,37,813765,111,283,827061,4160341,10
1,1,57850,3,94,96981,393575,7
1,3,94044,3,138,458451,776856,11
1,5,317360,50,465,278485,971335,9
1,1,62952,7,16,194790,326212,12
1,5,132640,40,100,488135,4000355,7
2,23,588558,92,724,2104465,7234776,10
2,11,329818,5,247,430809,2282148,6
3,40,743320,106,520,2344213,12534506,15
2,17,192125,42,722,1338461,6198446,2
2,22,698489,22,990,1172974,7194209,15
3,40,899453,120,1013,1129933,1586733,14
3,37,878836,24,407,1043437,1007374,8
3,26,374842,86,849,1108891,5592132,6
2,13,183326,32,552,1250821,4515264,4
1,3,67404,21,240,523002,2730135,8
2,17,480275,17,365,1697866,4473822,12
1,3,159147,18,36,187011,1839381,5
2,20,381500,20,190,531190,6832280,6
3,27,447336,27,297,1531629,6601851,11
3,34,427266,22,328,1277300,4393468,7
1,3,131421,24,249,266511,2122803,7
